,Label,Macrotheme,GroupRel,StakeRel,RankGroup,RankStake,RankAbsolute,Alignment
0,Presenza sul mercato,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
1,Privacy e data protection,Unknown,52.85575992255566,56.798623063683294,2.857142857142857,1.4285714285714286,2.857142857142857,3.1015920824469787
2,Dei dipendenti,Unknown,128.65440464666023,114.11359724612737,5.714285714285714,2.857142857142857,5.714285714285714,11.438300415616494
3,E sviluppo diversit e inclusione,RESPONSABILIT VERSO,43.27202323330106,170.3958691910499,1.4285714285714286,4.285714285714286,1.4285714285714286,100.0
4,Balance,Unknown,85.38238141335914,192.5989672977625,4.285714285714286,5.714285714285714,4.285714285714286,84.34026289610377
5,Qualit e unicit materie prime,Unknown,213.45595353339786,208.60585197934597,7.142857142857143,7.142857142857143,7.142857142857143,3.815257096346723
6,Salute e sicurezza,RESPONSABILIT VERSO,300.0,284.50946643717725,10.0,8.571428571428571,10.0,12.18538775799091
7,Catena di fornitura,Unknown,231.17134559535333,300.0,8.571428571428571,10.0,8.571428571428571,54.14299251733048
