,Label,Macrotheme,GroupRel,StakeRel,RankGroup,RankStake,RankAbsolute,Alignment
0,Emissions climate change,Unknown,56.51452282157676,0.0,2.857142857142857,0.0,2.857142857142857,24.959792044593648
1,Food health waste,Unknown,90.62240663900415,190.3919089759798,4.285714285714286,1.4285714285714286,4.285714285714286,44.06347088137785
2,Safety,Unknown,119.75103734439834,190.3919089759798,5.714285714285714,1.4285714285714286,5.714285714285714,31.198732250463944
3,Waste management,Unknown,14.688796680497925,209.73451327433628,1.4285714285714286,4.285714285714286,1.4285714285714286,86.14246891441996
4,Practices,Unknown,0.0,226.42225031605562,0.0,5.714285714285714,0.0,100.0
5,Opportunities,Unknown,150.3734439834025,246.52338811630847,8.571428571428571,7.142857142857143,8.571428571428571,42.46488319884346
6,Experience,Unknown,135.4356846473029,264.72819216182046,7.142857142857143,8.571428571428571,7.142857142857143,57.102386065875706
7,Employees talent development,Unknown,300.0,300.0,10.0,10.0,10.0,0.0
