,Label,Macrotheme,GroupRel,StakeRel,RankGroup,RankStake,RankAbsolute,Alignment
0,Environment,Unknown,83.16353887399464,0.0,2.857142857142857,0.0,2.857142857142857,29.4524655121211
1,Governance,Unknown,161.98391420911528,5.155746509129983,4.285714285714286,0.7142857142857143,4.285714285714286,64.14171863748979
2,Visione stakeholder interni,Unknown,164.07506702412869,48.012889366272816,5.0,1.4285714285714286,5.0,44.94469328060991
3,Infrastrutture,Unknown,300.0,67.02470461868958,10.0,2.142857142857143,10.0,100.0
4,Digitalizzazione,Unknown,207.50670241286863,67.02470461868958,7.142857142857143,2.142857142857143,7.142857142857143,56.44417865758652
5,Cybersecurity,Unknown,19.946380697050937,67.02470461868958,1.4285714285714286,2.142857142857143,1.4285714285714286,12.459653961783644
6,Visione,Unknown,0.0,159.50590762620837,0.0,4.285714285714286,0.0,65.40268743058692
7,Comunit locali,Unknown,126.4343163538874,210.4189044038668,3.5714285714285716,5.0,3.5714285714285716,29.839104027077713
8,Climatico,Unknown,197.85522788203752,218.47475832438238,6.428571428571429,5.714285714285714,6.428571428571429,0.0
9,Stakeholder,Unknown,0.0,225.24167561761547,0.0,6.428571428571429,0.7142857142857143,96.35817762427232
10,Risorse,Unknown,178.23056300268095,240.06444683136414,5.714285714285714,7.142857142857143,5.714285714285714,19.408163182282333
11,Esterni,Unknown,61.93029490616622,248.76476906552094,2.142857142857143,7.857142857142858,2.142857142857143,78.27192436465417
12,Sicurezza,Unknown,288.57908847184984,260.3651987110634,9.285714285714286,8.571428571428571,9.285714285714286,3.5762435367009444
13,Sul lavoro,Unknown,265.5764075067024,297.0998925886144,8.571428571428571,9.285714285714286,8.571428571428571,5.134758005134028
14,Salute,Unknown,262.03753351206433,300.0,7.857142857142858,10.0,7.857142857142858,8.166924995219912
