,Label,Macrotheme,GroupRel,StakeRel,RankGroup,RankStake,RankAbsolute,Alignment
0,Consumi,TEMATICHE AMBIENTALI,0.0,0.0,0.0,0.0,0.0,0.0
1,Ed,ATTINENTI AL PERSONALE,102.7007299270073,26.80652680652679,1.4285714285714286,1.4285714285714286,1.4285714285714286,100.0
2,Sicurezza dei dati e cybersecurity,TEMATICHE AMBIENTALI,146.4963503649635,117.94871794871796,4.285714285714286,2.857142857142857,4.285714285714286,37.615036778140684
3,Gestione dele relazioni,ATTINENTI AL PERSONALE,119.12408759124088,117.94871794871796,2.857142857142857,2.857142857142857,2.857142857142857,1.5486948860337175
4,Diritti umani,TEMATICHE AMBIENTALI,277.88321167883214,206.2937062937063,8.571428571428571,5.714285714285714,8.571428571428571,94.32802828363447
5,Digitalizzazione brand reputation,SOCIALI,228.17518248175182,206.2937062937063,5.714285714285714,5.714285714285714,5.714285714285714,28.831551407568146
6,Arricchimento culturale e funzione sociale,SOCIALI,245.03649635036496,259.44055944055947,7.142857142857143,8.571428571428571,7.142857142857143,18.9791347664964
7,Compliance normativa e di settore,SOCIALI,300.0,300.0,10.0,10.0,10.0,0.0
