,Label,Macrotheme,GroupRel,StakeRel,RankGroup,RankStake,RankAbsolute,Alignment
0,Govemance,Unknown,296.3538149898717,0.0,9.166666666666668,0.0,9.166666666666668,100.0
1,Responsabilit di prodotto,Unknown,220.59419311276164,0.3141361256544428,7.5,0.8333333333333334,7.5,74.33008986053902
2,Responsabilit sociale,Unknown,115.46252532072924,0.3141361256544428,3.3333333333333335,0.8333333333333334,3.3333333333333335,38.855038596014076
3,Responsabilit ambientale,Unknown,57.73126266036462,0.3141361256544428,1.6666666666666667,0.8333333333333334,1.6666666666666667,19.374519115494593
4,Fincantieri,Unknown,164.68602295746118,0.3141361256544428,5.0,0.8333333333333334,5.0,55.46474467940437
5,Responsabilit economica,Unknown,0.0,0.3141361256544428,0.0,0.8333333333333334,0.0,0.10600036502488717
6,Gestione ambientale,Unknown,166.3065496286293,101.15183246073298,5.833333333333334,5.0,5.833333333333334,21.98544910586796
7,Prodotto e compliance soddisfazione del cliente,Unknown,241.05334233625928,129.10994764397907,8.333333333333334,5.833333333333334,8.333333333333334,37.77356289343062
8,Welfare aziendale,Unknown,61.78257933828494,129.10994764397907,2.5,5.833333333333334,2.5,22.71857654607724
9,Diritti umani,Unknown,31.397704253882512,156.43979057591622,0.8333333333333334,7.5,0.8333333333333334,42.19351329298973
10,Industriali,Unknown,151.3166779203241,169.9476439790576,4.166666666666667,8.333333333333334,4.166666666666667,6.286730629524789
11,Rapporto con il territorio,Unknown,181.49898717083053,241.57068062827224,6.666666666666667,9.166666666666668,6.666666666666667,20.270261565384182
12,Salute e sicurezza nei,Unknown,300.0,300.0,10.0,10.0,10.0,0.0
